timestamp,views
2022-12-05,2074
2022-12-06,31680
2022-12-07,55102
2022-12-08,79771
2022-12-09,79616
2022-12-10,61393
2022-12-11,71705
2022-12-12,88609
2022-12-13,132474
2022-12-14,130157
2022-12-15,102757
2022-12-16,98522
2022-12-17,55623
2022-12-18,56417
2022-12-19,97112
2022-12-20,95177
2022-12-21,69107
2022-12-22,75870
2022-12-23,71899
2022-12-24,56727
2022-12-25,53518
2022-12-26,59503
2022-12-27,69592
2022-12-28,69412
2022-12-29,99538
2022-12-30,81926
2022-12-31,53100
2023-01-01,57312
2023-01-02,77538
2023-01-03,90604
2023-01-04,101620
2023-01-05,117879
2023-01-06,121510
2023-01-07,115180
2023-01-08,119009
2023-01-09,147390
2023-01-10,173356
2023-01-11,180000
2023-01-12,176371
2023-01-13,184007
2023-01-14,149694
2023-01-15,139995
2023-01-16,193747
2023-01-17,254032
2023-01-18,258457
2023-01-19,209497
2023-01-20,214958
2023-01-21,202532
2023-01-22,235900
2023-01-23,271412
2023-01-24,289126
2023-01-25,284393
2023-01-26,304154
2023-01-27,299453
2023-01-28,273913
2023-01-29,283155
2023-01-30,360625
2023-01-31,354133
2023-02-01,338651
2023-02-02,355753
2023-02-03,353891
2023-02-04,284738
2023-02-05,279874
2023-02-06,322333
2023-02-07,374512
2023-02-08,381612
2023-02-09,397461
2023-02-10,322024
2023-02-11,325441
2023-02-12,296668
2023-02-13,329969
2023-02-14,228751
2023-02-15,291375
2023-02-16,260521
2023-02-17,206989
2023-02-18,167019
2023-02-19,165882
2023-02-20,182095
2023-02-21,207650
2023-02-22,202150
2023-02-23,185840
2023-02-24,153736
2023-02-25,141718
2023-02-26,150547
2023-02-27,219736
2023-02-28,186268
2023-03-01,189344
2023-03-02,211600
2023-03-03,205191
2023-03-04,186214
2023-03-05,194183
2023-03-06,236449
2023-03-07,245748
2023-03-08,249290
2023-03-09,233177
2023-03-10,199417
2023-03-11,168681
2023-03-12,172797
2023-03-13,205433
2023-03-14,215515
2023-03-15,301361
2023-03-16,309830
2023-03-17,253174
2023-03-18,170133
2023-03-19,184959
2023-03-20,348853
2023-03-21,339280
2023-03-22,338486
2023-03-23,334686
2023-03-24,262956
2023-03-25,227216
2023-03-26,220725
2023-03-27,263208
2023-03-28,302107
2023-03-29,413905
2023-03-30,480677
2023-03-31,445869
2023-04-01,387936
2023-04-02,413768
2023-04-03,475767
2023-04-04,457282
2023-04-05,272121
2023-04-06,250064
2023-04-07,226579
2023-04-08,197147
2023-04-09,203666
2023-04-10,249343
2023-04-11,296708
2023-04-12,306072
2023-04-13,275575
2023-04-14,230486
2023-04-15,186680
2023-04-16,198959
2023-04-17,261402
2023-04-18,273395
2023-04-19,282350
2023-04-20,351823
2023-04-21,310027
2023-04-22,262364
2023-04-23,323190
2023-04-24,439401
2023-04-25,493192
2023-04-26,447460
2023-04-27,428927
2023-04-28,387605
2023-04-29,274589
2023-04-30,219549
2023-05-01,280119
2023-05-02,283747
2023-05-03,342139
2023-05-04,340549
2023-05-05,282329
2023-05-06,237813
2023-05-07,258459
2023-05-08,327592
2023-05-09,349506
2023-05-10,346620
2023-05-11,327398
